GAME_ID,team,against,s_minutes,s_FGM,s_FGA,s_3PM,s_3PA,s_FTM,s_FTA,s_OREB,s_DREB,s_AST,s_STL,s_BLK,s_TO,s_FOUL,b_FGM,b_FGA,b_3PM,b_3PA,b_FTM,b_FTA,b_OREB,b_DREB,b_AST,b_STL,b_BLK,b_TO,b_FOUL,home_away,PTS_ht,PTS_ht_opp,PTS_final
22300001,IND,CLE,76.88333333333334,18,33,6,11,6,8,3,13,15,4,0,5,4,8,13,3,5,3,6,0,7,5,1,3,4,3,home,70,53,121
22300001,CLE,IND,70.66666666666667,16,30,2,9,4,5,3,8,11,4,4,7,7,6,15,2,7,1,2,0,6,4,2,1,1,4,away,53,70,116
22300002,NYK,MIL,87.78333333333333,13,39,5,15,7,12,12,15,7,3,1,3,9,3,12,2,6,0,0,2,5,1,0,0,3,1,away,46,56,105
22300002,MIL,NYK,74.35,12,25,5,8,8,10,3,10,9,0,5,6,3,7,17,5,10,0,0,0,6,3,3,0,0,3,home,56,46,110
22300003,MIA,WAS,73.41666666666667,13,25,4,7,6,6,0,13,12,2,0,7,5,11,15,2,4,0,0,3,3,7,2,1,2,1,home,60,54,121
22300003,WAS,MIA,77.98333333333333,16,28,7,11,3,5,1,9,9,2,1,8,7,6,11,0,3,0,2,1,4,7,1,0,3,0,away,54,60,114
22300004,CHI,BKN,82.25,17,31,6,12,2,2,1,11,9,1,1,4,4,6,9,3,5,1,4,0,7,2,2,2,3,3,home,58,59,107
22300004,BKN,CHI,81.88333333333334,17,31,8,14,2,2,1,8,14,2,1,4,2,6,15,3,7,0,1,0,8,5,0,1,1,2,away,59,58,109
22300005,OKC,GSW,77.76666666666667,16,26,4,7,9,10,3,7,8,2,0,9,6,8,15,4,10,2,3,0,6,6,1,0,2,0,home,67,69,139
22300005,GSW,OKC,68.31666666666666,15,24,8,14,6,7,3,9,11,3,1,7,8,10,21,5,11,0,0,2,5,10,3,0,6,2,away,69,67,141
22300006,DAL,DEN,78.5,14,26,4,12,5,6,3,6,9,5,2,8,7,6,15,2,6,4,4,0,4,3,4,0,2,3,away,55,70,114
22300006,DEN,DAL,84.8,21,35,8,12,6,6,7,9,16,5,1,7,7,5,11,1,4,3,5,2,7,2,3,2,4,3,home,70,55,125
22300007,MEM,POR,77.25,18,38,6,17,5,8,2,13,8,4,3,5,6,3,7,0,3,0,0,1,5,5,0,3,1,3,away,53,54,113
22300007,POR,MEM,86.7,16,33,4,11,9,11,3,14,10,2,2,3,3,3,12,1,5,2,2,3,3,0,3,2,2,4,home,54,53,115
22300008,PHI,DET,81.5,12,38,3,11,18,22,5,13,7,4,3,4,4,1,5,1,3,0,0,0,3,2,4,0,0,4,away,48,56,114
22300008,DET,PHI,81.86666666666666,16,34,3,11,4,4,4,16,13,2,3,7,10,5,11,1,5,6,6,2,7,2,0,0,1,5,home,56,48,106
22300009,CHA,WAS,79.9,19,46,0,11,2,5,11,8,13,2,1,3,3,7,11,1,3,2,4,2,9,5,1,1,1,4,away,57,63,124
22300009,WAS,CHA,76.85,16,27,5,10,2,2,1,11,10,2,2,5,6,7,15,3,10,7,7,1,6,6,0,0,1,3,home,63,57,117
22300010,BKN,BOS,78.48333333333333,10,23,8,17,4,4,3,8,7,0,1,4,6,9,20,3,7,1,2,1,12,5,0,0,1,2,away,54,66,107
22300010,BOS,BKN,84.05,19,38,9,18,8,11,2,16,16,2,1,1,5,4,11,3,9,0,0,5,3,1,2,0,1,1,home,66,54,121
22300011,NOP,HOU,87.48333333333333,18,33,2,8,9,14,4,14,4,1,3,9,7,0,4,0,1,1,1,0,4,1,2,0,0,2,away,48,54,101
22300011,HOU,NOP,69.68333333333334,15,32,5,12,6,6,4,8,8,1,0,4,7,4,14,1,5,4,4,2,8,4,3,1,1,4,home,54,48,104
22300012,UTA,MEM,78.55,15,25,7,13,6,7,1,7,11,4,4,3,2,10,14,5,8,8,8,1,5,9,3,1,3,3,away,76,63,127
22300012,MEM,UTA,77.86666666666666,19,37,6,14,3,4,7,7,13,0,0,6,8,6,14,4,9,0,0,0,3,2,0,0,1,3,home,63,76,121
22300013,SAS,MIN,75.38333333333334,18,36,5,10,4,8,4,11,10,3,3,4,4,4,13,1,6,0,0,1,6,4,3,2,0,2,home,54,56,110
22300013,MIN,SAS,76.38333333333334,16,36,4,10,2,3,6,13,8,1,0,6,5,7,11,3,5,1,3,2,8,4,0,2,3,1,away,56,54,117
22300014,DAL,LAC,77.95,22,40,9,16,9,9,7,13,8,4,0,3,7,5,9,2,6,3,4,2,4,6,1,0,2,4,home,77,51,144
22300014,LAC,DAL,77.71666666666667,11,26,3,9,15,17,2,11,8,4,1,7,7,4,10,1,4,2,2,3,2,0,0,0,2,7,away,51,77,126
22300015,PHX,LAL,79.05,17,33,4,7,12,17,6,17,10,1,0,5,5,5,15,3,8,0,0,5,4,3,3,0,3,6,home,63,55,119
22300015,LAL,PHX,82.06666666666666,16,33,2,7,9,12,2,7,11,1,4,3,10,5,12,1,3,1,2,2,7,2,3,1,3,2,away,55,63,122
22300016,OKC,SAC,78.78333333333333,18,38,1,8,5,6,3,14,5,1,0,9,5,0,9,0,8,0,0,1,5,2,0,0,0,2,away,42,53,98
22300016,SAC,OKC,84.08333333333333,18,36,3,15,8,8,4,17,10,3,5,4,5,2,11,1,9,1,2,2,5,6,2,1,2,5,home,53,42,105
22300017,CHA,MIA,81.26666666666667,14,30,5,10,3,3,5,11,8,4,0,7,3,4,11,1,3,3,4,2,8,2,0,0,5,4,home,48,57,105
22300017,MIA,CHA,72.78333333333333,19,30,6,10,2,3,2,11,11,8,4,4,5,4,15,0,9,3,4,2,5,7,0,0,1,4,away,57,48,111
22300018,DET,ATL,71.56666666666666,15,30,2,7,5,9,5,7,11,4,4,5,3,9,17,2,8,3,6,3,6,8,2,0,1,4,home,60,64,120
22300018,ATL,DET,84.43333333333334,20,33,6,9,4,5,1,13,10,2,1,6,9,5,10,2,6,2,2,3,4,5,0,2,2,3,away,64,60,126
22300019,PHI,IND,84.13333333333334,16,39,3,9,15,16,2,15,7,3,2,4,5,2,4,0,2,0,0,1,4,1,0,1,4,4,home,54,63,126
22300019,IND,PHI,69.56666666666666,19,32,9,16,1,3,1,10,9,2,2,3,5,5,16,2,9,3,5,2,8,7,2,2,3,10,away,63,54,132
22300020,BKN,ORL,65.88333333333334,12,26,5,15,3,5,2,8,7,2,0,6,6,9,19,4,7,3,5,5,7,4,3,0,2,5,home,57,60,124
22300020,ORL,BKN,72.31666666666666,13,25,6,14,3,6,1,8,7,4,0,2,4,7,13,4,9,7,8,1,9,6,3,1,4,2,away,60,57,104
22300021,OKC,SAS,76.86666666666666,17,33,3,11,8,10,3,8,11,6,2,4,3,5,14,2,5,1,2,1,4,5,4,0,1,4,home,58,48,123
22300021,SAS,OKC,77.3,16,34,3,9,0,0,6,12,10,2,4,8,4,5,13,2,7,1,2,1,4,4,0,0,4,3,away,48,58,87
22300022,DAL,NOP,73.95,8,28,5,14,7,8,7,8,5,0,1,9,1,10,20,2,10,4,4,4,6,6,0,1,1,6,away,54,70,110
22300022,NOP,DAL,79.7,15,28,2,7,3,6,3,10,11,7,3,5,7,10,19,7,15,8,8,1,5,5,2,1,0,1,home,70,54,131
22300023,UTA,POR,79.01666666666667,16,37,5,18,10,11,4,9,7,5,1,3,5,8,16,2,7,2,2,4,6,7,3,0,1,2,home,67,58,115
22300023,POR,UTA,77.06666666666666,16,29,3,7,7,8,3,14,12,1,1,6,8,6,14,4,9,0,0,1,5,1,1,1,6,3,away,58,67,99
22300024,LAC,DEN,84.88333333333334,16,39,6,12,8,9,3,13,7,4,1,6,4,1,4,0,1,4,5,4,4,3,0,0,1,4,away,52,60,108
22300024,DEN,LAC,86.06666666666666,16,36,4,14,11,11,2,14,14,2,1,4,4,6,7,1,1,0,0,1,3,2,1,0,0,4,home,60,52,111
22300025,GSW,MIN,49.38333333333333,9,24,3,12,5,5,2,9,4,5,0,4,4,13,22,5,8,2,3,4,9,14,1,0,5,6,home,59,54,101
22300025,MIN,GSW,71.05,13,29,5,11,9,11,4,8,9,3,0,7,2,6,12,2,6,0,0,1,6,5,1,2,2,7,away,54,59,104
22300026,LAL,MEM,80.35,17,32,8,15,5,6,4,14,11,1,3,2,3,8,13,3,5,8,9,3,7,3,1,0,5,2,home,74,51,134
22300026,MEM,LAL,69.48333333333333,7,22,5,10,0,0,5,5,9,2,4,4,5,12,30,7,17,1,3,3,4,5,2,1,2,4,away,51,74,107
22300027,CHA,MIL,74.93333333333334,12,30,2,10,6,7,4,12,5,2,0,3,6,10,17,3,6,2,2,0,8,6,0,2,2,0,home,57,59,99
22300027,MIL,CHA,71.23333333333333,17,31,6,16,5,7,2,10,8,1,4,4,7,6,15,2,6,0,0,0,11,7,0,0,2,2,away,59,57,130
22300028,NYK,WAS,75.73333333333333,19,32,8,12,3,5,5,10,12,1,1,4,3,6,15,1,4,3,4,3,7,4,2,1,1,4,away,65,54,120
22300028,WAS,NYK,74.56666666666666,14,27,5,12,4,4,1,9,11,2,0,8,6,7,13,2,7,1,2,1,2,3,1,2,1,2,home,54,65,99
22300029,PHI,ATL,91.93333333333334,18,39,7,13,9,9,4,12,14,4,1,4,5,1,6,0,3,3,3,3,3,0,0,2,3,4,away,57,56,126
22300029,ATL,PHI,81.16666666666667,13,29,3,8,7,8,4,10,11,1,1,2,5,7,16,2,8,4,5,3,7,1,2,0,4,4,home,56,57,116
22300030,CLE,DET,78.3,17,30,5,10,2,3,3,7,8,4,3,6,2,8,15,1,4,1,2,0,6,6,3,0,0,0,home,59,45,108
22300030,DET,CLE,77.21666666666667,16,32,1,8,1,3,10,14,7,2,2,10,7,5,13,1,6,0,0,0,2,2,2,0,3,1,away,45,59,100
22300031,BOS,TOR,84.73333333333333,18,37,5,16,6,7,4,16,13,1,2,4,3,7,13,4,10,0,0,2,5,5,0,0,0,1,away,65,49,108
22300031,TOR,BOS,73.18333333333334,14,29,5,12,2,2,1,11,9,1,1,4,5,6,17,1,7,1,2,0,6,5,1,0,2,1,home,49,65,105
22300032,SAC,SAS,69.41666666666667,13,27,5,14,2,4,1,8,8,2,0,4,5,11,16,7,11,0,0,0,9,10,2,0,4,4,away,62,62,129
22300032,SAS,SAC,77.46666666666667,21,40,8,14,4,4,4,14,14,6,2,6,5,3,12,1,5,1,2,1,3,4,0,0,1,3,home,62,62,120
22300033,ORL,CHI,67.06666666666666,10,23,2,8,2,7,4,9,5,2,2,5,6,9,17,5,10,1,1,0,11,9,3,1,2,3,away,48,33,103
22300033,CHI,ORL,82.06666666666666,11,29,4,10,6,8,2,10,5,2,2,7,8,0,7,0,3,1,2,2,5,1,2,0,4,2,home,33,48,97
22300034,NOP,DEN,83.03333333333333,23,36,2,6,7,10,1,12,19,5,2,4,6,5,10,4,6,0,1,0,5,4,1,1,2,0,home,69,53,115
22300034,DEN,NOP,88.26666666666667,19,32,1,9,2,5,4,11,17,1,2,5,4,5,15,2,7,0,0,1,4,2,1,0,4,7,away,53,69,110
22300035,PHX,UTA,74.8,20,34,9,14,11,11,2,9,14,0,1,4,4,5,11,1,3,4,5,2,4,3,2,0,0,6,away,75,75,131
22300035,UTA,PHX,75.83333333333333,16,32,6,11,10,12,4,8,8,2,4,0,4,10,14,3,5,4,4,2,5,10,0,1,2,7,home,75,75,128
22300036,LAL,POR,81.75,18,35,5,14,6,8,3,9,9,6,5,6,6,5,9,0,2,3,4,2,9,3,1,0,1,1,away,60,50,107
22300036,POR,LAL,82.8,18,39,2,10,5,6,8,11,7,5,1,8,6,3,11,1,6,0,1,4,5,1,0,0,2,2,home,50,60,95
22300037,LAC,HOU,83.93333333333334,14,27,4,11,9,13,4,17,5,2,1,7,6,1,8,1,4,4,6,0,5,1,0,1,2,3,home,48,50,106
22300037,HOU,LAC,86.03333333333333,13,34,5,12,4,5,1,9,12,2,3,3,9,7,15,1,5,0,1,6,5,2,1,2,1,8,away,50,48,100
22300038,ORL,TOR,70.4,14,30,4,9,3,4,1,9,10,2,3,3,4,14,20,3,6,1,1,3,4,9,1,1,1,4,home,67,56,126
22300038,TOR,ORL,82.81666666666666,19,31,6,10,4,6,1,14,13,1,3,6,4,3,10,2,6,0,0,0,3,2,1,1,2,5,away,56,67,107
22300039,IND,ATL,77.81666666666666,15,27,6,14,8,11,3,9,14,3,3,5,7,10,21,3,11,6,9,2,3,4,0,0,2,4,away,73,86,157
22300039,ATL,IND,76.38333333333334,20,34,5,9,5,5,3,11,15,5,2,6,9,13,19,5,9,5,7,3,5,4,0,1,1,5,home,86,73,152
22300040,PHI,CLE,91.56666666666666,17,35,4,12,8,12,2,10,8,2,1,4,8,2,9,1,3,2,2,3,3,0,1,1,2,2,home,53,65,119
22300040,CLE,PHI,69.9,19,32,2,6,5,7,3,12,9,4,0,3,9,8,14,2,5,2,4,1,9,7,0,2,1,0,away,65,53,122
22300041,POR,PHX,86.2,15,35,6,14,2,4,6,8,10,2,0,8,7,5,10,3,6,0,0,2,1,2,2,1,1,5,away,51,56,107
22300041,PHX,POR,81.78333333333333,16,29,2,6,7,7,2,10,9,4,3,6,5,3,7,0,1,9,9,3,3,0,2,0,2,3,home,56,51,120
22300042,LAL,UTA,73.51666666666667,15,26,3,8,10,13,4,14,12,2,1,5,4,7,16,1,6,4,4,2,8,4,3,1,2,3,home,62,41,131
22300042,UTA,LAL,77.63333333333334,10,34,2,17,3,4,5,9,2,4,1,6,9,6,14,2,6,2,4,3,7,6,1,1,3,4,away,41,62,99
22300043,ORL,BOS,66.53333333333333,8,23,1,5,1,2,3,9,6,1,1,5,6,9,20,4,8,8,11,5,6,2,2,0,5,6,home,48,56,113
22300043,BOS,ORL,87.45,15,32,4,12,7,10,1,16,9,3,1,8,9,6,8,1,2,2,2,1,2,1,1,2,1,2,away,56,48,96
22300044,MEM,PHX,79.38333333333334,13,31,4,14,3,5,4,9,10,1,1,3,8,6,11,2,3,2,3,0,7,2,1,1,2,5,home,49,62,89
22300044,PHX,MEM,80.01666666666667,19,33,4,11,10,12,3,9,10,3,4,3,5,3,8,1,4,3,5,1,9,1,2,0,1,2,away,62,49,110
22300045,NYK,MIA,75.55,14,24,3,9,5,7,1,11,8,1,0,6,3,6,15,1,4,2,3,1,10,3,1,0,3,2,home,51,50,100
22300045,MIA,NYK,72.83333333333333,13,26,4,12,5,6,3,10,6,5,0,3,6,6,20,1,9,2,2,2,4,6,1,0,1,3,away,50,51,98
22300046,TOR,CHI,80.93333333333334,16,27,3,12,4,5,3,12,15,3,1,8,6,8,14,3,7,4,4,1,6,3,2,0,1,3,home,62,48,121
22300046,CHI,TOR,86.06666666666666,17,30,6,13,3,6,0,8,6,2,0,5,4,1,10,0,2,3,4,4,5,2,0,0,1,4,away,48,62,108
22300047,IND,DET,79.03333333333333,14,31,6,16,4,4,0,5,10,1,2,2,7,7,16,3,5,6,7,3,5,2,1,2,2,3,home,61,63,136
22300047,DET,IND,75.18333333333334,18,35,2,6,11,12,9,10,10,1,4,4,5,6,15,2,3,0,0,2,7,1,2,2,2,3,away,63,61,113
22300048,HOU,DEN,88.2,15,30,5,9,9,10,1,18,15,4,2,3,5,7,12,2,5,0,0,1,2,1,2,4,0,1,home,60,43,105
22300048,DEN,HOU,87.43333333333334,15,42,3,13,10,10,9,14,5,2,1,8,3,0,6,0,2,0,0,1,1,0,0,1,1,3,away,43,60,86
22300049,MIL,WAS,71.21666666666667,21,35,5,10,2,4,1,12,14,2,4,6,4,4,11,0,3,3,4,2,8,4,1,0,0,7,home,60,61,131
22300049,WAS,MIL,74.46666666666667,14,37,3,10,4,6,8,9,13,1,3,2,3,8,14,6,10,4,4,1,8,1,1,0,2,4,away,61,60,128
22300050,SAC,MIN,81.3,16,32,7,12,0,0,5,9,14,4,3,6,7,11,16,7,10,2,2,0,4,2,1,0,2,5,away,70,64,124
22300050,MIN,SAC,83.23333333333333,16,28,4,8,14,15,3,11,12,4,3,5,3,6,13,0,3,2,2,2,1,3,0,2,2,2,home,64,70,111
22300051,SAS,GSW,75.23333333333333,11,30,4,15,5,6,2,13,10,2,2,7,3,10,18,4,9,0,0,2,6,6,2,1,1,2,away,55,59,112
22300051,GSW,SAS,68.71666666666667,16,30,7,15,3,4,3,10,11,1,0,6,5,6,17,2,7,3,4,1,9,8,0,2,3,5,home,59,55,118
22300052,NOP,LAC,78.81666666666666,18,29,5,9,4,5,2,12,14,2,0,8,7,4,14,2,7,1,2,2,7,2,0,0,0,2,away,56,55,116
22300052,LAC,NOP,73.31666666666666,14,27,4,14,3,6,1,7,8,2,2,4,9,8,18,3,8,1,1,2,6,5,3,3,0,0,home,55,56,106
22300053,BOS,CHI,81.98333333333333,21,29,10,16,4,5,3,13,20,1,3,8,5,5,11,3,8,0,0,2,5,1,0,2,1,2,home,69,50,124
22300053,CHI,BOS,83.61666666666666,17,37,4,11,2,3,5,6,11,4,1,3,3,4,12,2,5,0,0,2,2,4,3,0,0,2,away,50,69,97
22300054,BKN,TOR,76.96666666666667,18,34,3,9,0,2,5,18,10,3,3,2,3,5,14,2,7,1,1,2,5,6,2,3,4,3,home,52,44,115
22300054,TOR,BKN,82.83333333333333,12,38,2,12,3,3,7,13,12,1,1,5,2,6,12,3,7,0,2,2,3,1,3,1,0,3,away,44,52,103
22300055,ATL,CLE,78.61666666666666,14,32,4,11,9,10,6,7,8,4,2,5,7,7,18,4,10,2,2,3,7,4,2,0,1,2,away,61,64,105
22300055,CLE,ATL,83.51666666666667,21,34,4,11,7,8,6,15,12,4,4,6,6,4,12,1,6,2,2,0,5,3,1,0,4,3,home,64,61,128
22300056,MIL,MIA,78.51666666666667,17,34,4,11,10,13,3,15,8,1,0,3,7,5,12,1,5,0,0,1,5,3,0,0,1,6,away,59,62,131
22300056,MIA,MIL,87.13333333333334,17,36,3,8,7,11,3,15,12,0,2,2,6,7,12,2,4,2,4,0,2,3,0,1,0,3,home,62,59,124
22300057,CHA,NYK,81.86666666666666,14,35,5,11,1,2,4,11,8,3,0,7,5,4,11,2,6,0,0,2,6,4,1,0,2,2,away,44,53,91
22300057,NYK,CHA,81.8,12,25,6,12,11,12,3,15,7,5,4,6,3,5,14,1,7,1,1,1,6,2,1,1,2,1,home,53,44,115
22300058,OKC,MIN,80.38333333333334,18,32,3,7,10,13,1,12,10,1,3,5,6,4,9,2,6,2,2,1,4,3,3,0,1,4,away,61,53,103
22300058,MIN,OKC,82.81666666666666,11,31,5,12,7,8,3,14,7,2,3,6,7,6,12,3,5,4,4,2,3,2,1,1,4,4,home,53,61,106
22300059,HOU,DAL,85.43333333333334,14,32,2,9,6,8,4,10,14,1,1,6,9,5,7,0,1,4,5,1,4,4,0,2,1,4,away,50,54,115
22300059,DAL,HOU,69.8,10,28,4,13,6,6,2,10,12,2,2,3,10,9,16,5,10,1,4,2,4,2,0,0,2,3,home,54,50,121
22300060,SAC,GSW,78.35,15,32,5,13,6,9,2,10,12,5,1,3,4,5,14,2,9,2,3,1,5,0,1,2,3,4,home,55,72,124
22300060,GSW,SAC,81.61666666666666,19,35,9,19,10,10,3,18,10,1,2,9,4,6,11,3,6,0,0,2,6,7,3,1,2,6,away,72,55,123
22300061,DEN,LAL,85.88333333333334,19,37,4,10,5,7,5,15,12,3,3,2,3,5,11,3,7,3,4,0,4,2,1,2,3,0,home,63,54,119
22300061,LAL,DEN,80.06666666666666,18,38,3,8,6,6,4,14,11,3,2,4,5,4,11,1,5,0,0,2,4,0,0,1,1,7,away,54,63,107
22300062,GSW,PHX,79.4,11,40,3,16,3,4,4,8,8,0,2,3,9,7,18,3,7,1,2,5,7,2,5,2,1,6,home,46,61,104
22300062,PHX,GSW,76.46666666666667,19,32,4,8,10,11,6,17,10,0,1,4,2,3,13,1,7,2,4,0,10,2,1,1,5,5,away,61,46,108
22300063,CHA,ATL,77.53333333333333,15,33,2,11,9,14,4,16,13,4,2,10,4,4,7,2,3,0,0,0,4,3,0,0,2,7,home,51,52,116
22300063,ATL,CHA,77.51666666666667,10,34,0,8,11,14,9,7,4,6,0,7,7,9,14,1,4,2,4,0,10,5,4,1,1,3,away,52,51,110
22300064,IND,WAS,68.46666666666667,15,26,7,15,6,7,0,13,10,3,2,7,5,12,17,5,8,1,1,0,9,9,1,1,3,3,home,73,68,143
22300064,WAS,IND,70.23333333333333,21,37,3,9,5,7,3,8,13,3,2,4,6,7,18,4,7,0,0,2,6,7,2,0,0,2,away,68,73,120
22300065,NYK,BOS,79.91666666666667,11,37,4,9,3,8,6,9,9,4,0,1,4,6,13,3,8,2,2,2,7,4,0,0,3,3,home,46,51,104
22300065,BOS,NYK,87.38333333333334,19,37,8,19,3,4,1,16,5,1,6,5,6,1,5,0,3,0,0,3,5,4,0,0,2,4,away,51,46,108
22300066,ORL,HOU,69.03333333333333,9,27,4,11,8,9,5,10,7,5,0,4,4,11,18,2,7,0,0,4,8,4,0,1,4,7,home,54,43,116
22300066,HOU,ORL,81.71666666666667,12,26,2,6,5,8,2,9,9,2,1,6,6,4,8,3,7,1,3,1,3,2,2,1,4,2,away,43,54,86
22300067,BKN,CLE,70.78333333333333,8,23,2,5,6,8,6,13,15,2,2,2,5,14,19,4,7,7,9,1,5,3,1,2,5,2,home,63,63,113
22300067,CLE,BKN,78.08333333333333,20,36,9,16,2,3,5,12,10,2,3,3,5,5,14,2,7,0,0,2,3,3,0,1,2,7,away,63,63,114
22300068,MIA,DET,76.6,12,29,3,5,11,13,5,9,8,7,2,3,5,8,17,2,5,2,3,3,4,4,3,0,1,3,home,58,47,103
22300068,DET,MIA,80.55,15,31,5,9,3,5,9,10,8,1,6,10,7,3,10,2,4,1,2,1,7,6,0,1,4,5,away,47,58,102
22300069,TOR,MIN,80.71666666666667,13,36,7,16,9,13,5,12,9,3,3,4,6,5,14,1,5,0,0,2,5,5,2,2,2,8,home,53,51,97
22300069,MIN,TOR,80.86666666666666,16,42,3,11,12,14,8,18,5,2,5,5,7,0,6,0,4,4,6,0,6,2,1,0,2,3,away,51,53,94
22300070,CHI,OKC,76.05,12,35,2,14,10,13,4,10,7,4,0,7,10,7,12,4,9,1,2,4,5,4,4,0,1,2,home,55,61,104
22300070,OKC,CHI,84.16666666666667,18,32,6,13,8,9,1,11,11,3,0,6,5,3,9,2,7,3,4,3,7,1,0,1,4,6,away,61,55,124
22300071,MEM,NOP,81.0,14,32,5,19,3,5,2,9,10,4,4,4,8,3,15,2,9,3,3,1,6,4,0,0,2,3,home,47,57,104
22300071,NOP,MEM,82.13333333333334,13,27,5,10,11,13,1,17,11,2,1,7,6,6,12,3,6,0,0,2,8,2,3,1,4,6,away,57,47,111
22300072,UTA,SAC,73.9,12,28,3,11,9,10,5,11,7,2,1,4,4,7,16,2,4,6,10,3,8,4,2,0,3,3,home,58,72,114
22300072,SAC,UTA,74.6,19,38,8,17,5,6,7,11,7,1,4,3,7,8,15,5,11,0,0,1,6,9,1,1,3,6,away,72,58,130
22300073,SAS,DAL,72.06666666666666,18,33,6,13,7,10,5,11,11,5,3,5,8,8,15,2,8,1,1,1,5,7,1,1,2,3,home,68,64,119
22300073,DAL,SAS,71.05,14,31,4,14,5,7,2,13,9,1,1,7,6,9,15,3,5,6,7,3,4,4,0,0,1,3,away,64,68,126
22300074,POR,LAC,72.91666666666667,10,26,2,10,5,5,3,5,3,3,1,8,6,9,20,1,4,1,2,4,5,5,4,1,3,6,away,47,67,111
22300074,LAC,POR,78.1,19,33,5,9,3,3,6,12,15,4,5,10,8,7,13,4,9,3,4,2,5,6,1,0,2,1,home,67,47,123
22300075,PHI,MIL,80.7,12,29,3,11,9,16,0,12,8,4,0,3,10,6,8,3,5,3,4,2,2,2,1,2,4,3,away,54,63,117
22300075,MIL,PHI,73.48333333333333,14,26,5,11,11,15,3,17,9,2,0,8,5,9,14,1,3,0,2,2,3,4,2,0,0,8,home,63,54,118
22300076,PHX,LAL,77.95,14,33,4,12,8,9,7,13,8,1,0,5,4,5,11,1,5,1,3,1,6,1,2,1,2,4,away,52,48,95
22300076,LAL,PHX,75.93333333333334,14,28,3,9,5,8,3,10,8,4,3,5,7,4,13,1,7,3,4,2,7,5,2,1,5,6,home,48,52,100
22300077,DET,CHA,76.28333333333333,11,21,2,5,0,0,4,18,8,2,2,13,10,9,19,3,9,9,11,0,3,4,3,0,2,2,away,54,47,111
22300077,CHA,DET,77.03333333333333,11,34,3,15,9,9,2,12,9,4,1,7,7,5,12,1,4,2,3,3,3,0,4,0,4,5,home,47,54,99
22300078,MEM,DEN,72.98333333333333,14,33,3,12,11,12,5,13,7,3,5,6,9,5,12,1,3,3,4,3,7,4,2,1,5,3,home,56,61,104
22300078,DEN,MEM,78.43333333333334,12,28,3,9,8,9,2,14,10,4,3,5,5,11,20,4,8,0,2,0,5,4,1,3,1,5,away,61,56,108
22300079,ATL,NYK,78.18333333333334,14,31,3,9,6,7,5,9,13,1,2,6,6,8,11,4,7,4,5,0,3,2,2,1,3,3,home,61,69,120
22300079,NYK,ATL,83.03333333333333,14,31,8,15,10,12,6,11,13,4,3,3,4,10,14,2,5,1,2,0,3,4,3,0,3,7,away,69,61,126
22300080,BOS,MIA,86.76666666666667,21,43,6,17,4,7,5,17,10,5,2,6,6,3,9,2,4,0,0,5,3,2,0,1,3,1,home,60,55,119
22300080,MIA,BOS,76.05,16,34,4,10,5,7,5,16,9,2,1,4,2,5,14,4,10,0,0,2,2,4,3,1,3,6,away,55,60,111
22300081,CLE,OKC,85.88333333333334,13,36,3,16,8,10,3,18,5,4,3,5,6,2,10,0,6,1,2,0,4,5,1,1,2,2,home,42,52,105
22300081,OKC,CLE,81.81666666666666,15,34,3,5,7,8,2,23,10,4,5,7,6,5,12,2,7,0,0,1,2,1,0,1,1,2,away,52,42,108
22300082,CHI,TOR,76.96666666666667,9,32,3,13,6,7,1,13,6,4,2,7,4,7,13,1,4,0,0,5,5,1,2,0,1,2,home,42,35,104
22300082,TOR,CHI,74.45,14,27,1,8,0,1,2,14,8,2,2,7,6,2,13,1,11,1,1,3,6,1,0,0,4,5,away,35,42,103
22300083,SAS,HOU,76.83333333333333,14,33,4,17,3,4,2,9,8,5,1,6,8,7,12,3,5,0,0,1,5,5,0,0,1,2,home,52,52,126
22300083,HOU,SAS,81.8,17,37,3,13,4,8,6,15,10,1,0,7,3,4,7,0,2,3,5,0,4,3,2,0,2,3,away,52,52,122
22300084,DAL,BKN,72.38333333333334,16,31,6,11,3,5,2,12,7,0,1,4,4,7,14,1,4,1,1,3,3,4,1,1,4,3,home,57,59,125
22300084,BKN,DAL,81.75,19,37,9,17,4,5,4,13,9,3,1,3,6,3,9,2,6,0,0,3,4,5,2,0,6,6,away,59,57,120
22300085,UTA,LAC,73.75,13,28,8,17,6,7,3,9,9,3,2,3,2,10,18,1,4,2,3,3,4,7,3,0,5,10,home,63,54,120
22300085,LAC,UTA,78.36666666666666,12,27,3,11,9,10,2,9,4,3,2,7,6,7,8,3,4,1,2,0,4,2,0,2,3,5,away,54,63,118
22300086,POR,ORL,70.65,14,30,3,8,0,0,5,7,4,3,1,5,10,8,15,2,6,6,8,2,6,7,0,0,2,5,home,55,63,97
22300086,ORL,POR,75.6,14,26,2,6,9,13,4,10,11,4,1,4,2,9,17,4,8,2,4,3,6,3,2,0,2,4,away,63,55,102
22300087,GSW,SAC,76.6,16,30,3,9,4,5,3,16,17,7,2,3,1,8,17,3,9,2,2,1,2,2,2,0,4,6,away,60,57,122
22300087,SAC,GSW,73.16666666666667,16,30,5,12,2,2,1,15,7,2,0,5,5,6,14,3,8,3,3,1,3,7,2,1,4,4,home,57,60,114
22300088,DET,CHI,79.48333333333333,13,24,1,5,5,6,1,16,13,1,0,5,5,10,14,5,7,0,1,0,3,3,1,0,1,2,home,57,44,118
