GAME_ID,team,against,s_minutes,s_FGM,s_FGA,s_3PM,s_3PA,s_FTM,s_FTA,s_OREB,s_DREB,s_AST,s_STL,s_BLK,s_TO,s_FOUL,b_FGM,b_FGA,b_3PM,b_3PA,b_FTM,b_FTA,b_OREB,b_DREB,b_AST,b_STL,b_BLK,b_TO,b_FOUL,home_away,PTS_ht,PTS_ht_opp,PTS_final
22300604,PHX,IND,82.4,25,37,4,9,5,6,1,16,11,1,2,8,7,1,6,0,5,4,4,1,3,3,3,1,2,3,home,65,61,117
22300605,POR,LAL,75.05,15,33,3,9,5,6,3,11,8,0,0,4,6,6,12,2,7,2,2,2,4,5,2,0,2,4,away,54,67,110
22300605,LAL,POR,76.4,17,32,6,13,11,12,2,11,12,1,2,2,4,8,13,0,4,0,0,2,6,4,5,2,1,2,home,67,54,134
22300606,DET,MIL,63.266666666666666,10,26,0,3,7,9,1,10,9,1,3,5,6,11,19,4,10,3,6,2,11,6,0,3,3,8,home,56,58,113
22300606,MIL,DET,79.28333333333333,15,37,3,13,12,13,2,16,11,4,0,4,6,4,9,0,4,5,6,0,3,0,1,1,0,4,away,58,56,122
22300607,ORL,CLE,82.9,12,29,3,11,8,13,3,7,7,4,0,7,5,4,6,2,2,2,4,2,4,4,0,0,4,4,home,47,72,99
22300607,CLE,ORL,78.31666666666666,14,24,5,10,3,5,4,9,14,5,2,3,7,11,18,7,11,7,8,2,5,2,2,1,1,3,away,72,47,126
22300608,SAS,PHI,75.83333333333333,15,29,7,12,6,7,2,11,13,2,1,2,6,7,17,1,10,0,0,3,4,5,0,0,1,3,away,58,62,123
22300608,PHI,SAS,88.05,20,41,2,9,13,16,9,10,12,1,1,2,3,3,9,0,1,1,2,4,4,1,0,1,0,4,home,62,58,133
22300609,MEM,TOR,77.51666666666667,17,33,6,16,2,6,3,8,10,8,2,6,3,5,10,1,3,0,0,2,8,6,2,1,2,2,away,53,46,108
22300609,TOR,MEM,68.66666666666667,12,26,2,5,1,2,2,11,9,2,4,8,2,6,14,3,7,4,4,4,8,7,1,0,3,2,home,46,53,100
22300610,MIN,CHA,85.88333333333334,21,30,11,16,9,14,1,11,11,1,0,6,2,3,8,0,4,1,1,0,3,8,1,0,2,4,home,69,64,125
22300610,CHA,MIN,81.95,18,31,5,15,7,9,0,8,11,3,0,3,7,7,9,1,2,1,2,2,4,2,1,0,4,4,away,64,69,128
22300611,BOS,DAL,85.45,19,40,8,21,9,13,2,12,11,2,3,2,6,4,8,2,5,0,0,3,4,3,1,0,1,2,away,65,59,119
22300611,DAL,BOS,80.1,15,34,4,12,5,5,4,15,12,3,1,5,7,8,15,4,11,0,0,0,3,2,0,1,0,0,home,59,65,110
22300612,CHI,PHX,84.05,21,34,9,17,0,0,3,14,16,3,2,5,9,7,17,0,3,1,2,4,2,1,2,0,0,2,away,66,49,113
22300612,PHX,CHI,87.93333333333334,14,32,3,11,9,10,1,9,10,2,2,5,3,4,7,0,3,1,2,0,6,2,1,0,1,1,home,49,66,115
22300613,ATL,SAC,83.66666666666667,11,41,3,15,13,16,8,15,4,1,2,3,1,1,9,0,4,0,0,1,5,2,1,0,1,3,away,40,57,107
22300613,SAC,ATL,78.33333333333333,14,33,5,13,2,2,2,19,7,3,0,3,8,9,16,2,7,2,2,2,8,6,0,0,2,3,home,57,40,122
22300614,IND,DEN,76.28333333333333,18,29,2,5,7,7,3,9,5,2,1,4,3,7,12,1,1,2,3,0,7,10,0,0,1,3,home,62,54,109
22300614,DEN,IND,82.85,17,39,3,13,5,5,4,8,8,1,1,2,5,6,10,0,3,0,2,4,2,2,2,3,2,1,away,54,62,114
22300615,NYK,BKN,86.8,15,33,2,8,8,8,4,14,4,2,4,6,4,4,11,2,4,0,0,2,4,4,1,0,1,3,away,50,49,108
22300615,BKN,NYK,78.21666666666667,13,35,5,15,1,1,7,12,10,1,1,4,3,7,16,1,7,2,2,2,2,4,2,2,2,5,home,49,50,103
22300616,UTA,NOP,69.86666666666666,15,31,7,16,4,4,1,12,9,1,4,3,4,7,16,0,6,4,5,1,4,5,1,0,2,4,away,59,77,124
22300616,NOP,UTA,76.36666666666666,22,36,9,13,6,10,5,14,16,1,1,5,5,7,13,3,9,1,1,1,9,3,2,0,1,4,home,77,59,153
22300617,POR,OKC,71.78333333333333,16,29,9,16,4,6,4,9,11,1,1,9,6,7,15,3,7,4,4,2,8,7,5,2,1,7,away,66,58,109
22300617,OKC,POR,64.13333333333334,13,26,2,5,10,17,4,9,8,4,1,5,3,9,16,2,6,0,1,3,5,3,1,1,5,5,home,58,66,111
22300618,LAL,LAC,82.06666666666666,20,37,4,13,6,7,3,8,9,0,1,4,3,4,9,1,4,5,8,3,6,5,3,1,2,3,away,64,77,116
22300618,LAC,LAL,79.6,24,33,6,11,1,2,3,8,14,2,1,3,5,9,17,2,5,2,2,0,6,6,2,0,1,5,home,77,64,127
22300619,DET,CHA,68.23333333333333,15,27,4,8,1,3,0,12,11,1,0,4,4,7,18,3,11,0,0,2,8,2,0,0,1,4,home,52,52,113
22300619,CHA,DET,79.85,16,37,4,15,5,7,3,15,10,1,2,3,5,4,7,3,5,0,0,1,4,5,1,1,1,2,away,52,52,106
22300620,MIN,WAS,76.51666666666667,16,38,2,10,15,17,6,10,6,3,4,3,10,3,15,1,3,1,2,2,7,6,2,2,0,1,away,57,59,118
22300620,WAS,MIN,80.7,11,23,5,8,9,10,1,18,14,0,2,8,10,9,16,1,3,4,6,0,8,5,0,0,2,3,home,59,57,107
22300621,MIA,MEM,78.9,12,26,3,10,6,8,4,13,8,3,3,7,2,1,13,1,7,6,6,1,5,1,3,1,3,5,home,42,49,96
22300621,MEM,MIA,79.81666666666666,11,26,7,14,2,2,4,10,9,2,3,8,6,6,14,3,7,3,4,1,10,6,2,1,4,5,away,49,42,105
22300622,OKC,SAS,77.23333333333333,15,32,4,14,4,5,2,13,13,3,4,7,6,9,10,7,8,0,0,1,5,4,2,2,3,5,away,63,52,140
22300622,SAS,OKC,71.23333333333333,11,25,1,8,3,4,5,11,10,3,4,5,3,8,20,2,7,8,10,2,4,3,2,1,2,1,home,52,63,114
22300623,POR,HOU,82.58333333333333,16,29,2,7,9,11,4,9,10,1,2,3,6,4,14,2,6,4,4,1,6,3,2,0,1,3,away,57,63,137
22300623,HOU,POR,93.2,18,33,5,12,8,8,2,10,8,1,2,4,3,5,8,1,3,3,4,2,5,3,1,1,0,6,home,63,57,131
22300624,CLE,MIL,72.63333333333334,13,29,3,8,2,4,2,13,7,2,1,4,5,8,14,3,8,1,1,0,3,6,1,1,3,1,away,51,61,116
22300624,MIL,CLE,78.38333333333334,16,35,4,12,5,6,5,14,13,4,1,3,3,7,13,4,7,2,2,1,6,1,1,0,3,2,home,61,51,126
22300625,DAL,PHX,74.96666666666667,16,28,8,15,4,6,3,6,9,1,3,8,9,5,14,3,7,1,3,2,8,7,1,0,1,6,home,58,58,109
22300625,PHX,DAL,91.63333333333334,15,32,4,14,14,18,7,11,11,5,1,5,6,4,10,1,3,1,1,2,2,1,0,1,3,2,away,58,58,132
22300626,GSW,ATL,65.6,12,31,8,17,7,7,4,5,8,1,2,1,3,13,16,2,3,2,5,1,11,3,2,2,3,5,home,69,68,134
22300626,ATL,GSW,82.5,19,35,8,16,9,9,5,13,14,2,0,3,5,5,15,3,10,0,0,2,5,5,2,0,3,3,away,68,69,112
22300627,IND,PHI,73.4,16,29,7,11,9,9,3,16,13,2,3,5,7,11,20,1,5,2,2,1,5,7,0,3,2,7,home,73,61,134
22300627,PHI,IND,84.56666666666666,18,38,2,11,11,14,1,10,9,1,2,4,6,4,7,0,0,4,5,2,5,2,3,0,1,6,away,61,73,122
22300628,UTA,WAS,66.11666666666666,17,31,5,13,2,3,5,11,10,3,0,4,3,9,21,3,9,2,2,2,11,8,0,1,5,6,away,64,56,123
22300628,WAS,UTA,70.9,14,29,3,8,3,5,1,13,13,2,2,4,4,8,15,0,4,6,7,0,3,4,5,0,2,2,home,56,64,108
22300629,BKN,MIN,78.1,13,26,4,11,3,3,1,9,7,3,2,1,4,6,18,1,7,2,2,3,5,5,0,1,5,4,home,48,60,94
22300629,MIN,BKN,84.41666666666667,19,32,5,10,7,8,2,15,7,3,3,5,4,4,10,1,3,1,2,1,2,8,1,0,0,2,away,60,48,96
22300630,MIA,BOS,79.1,17,32,5,10,2,3,1,7,10,2,1,2,3,9,16,2,6,3,4,4,3,6,1,0,0,3,home,64,77,110
22300630,BOS,MIA,81.03333333333333,22,36,10,20,10,10,3,11,12,2,2,5,2,5,6,1,2,2,2,1,6,8,0,1,0,3,away,77,64,143
22300631,DEN,NYK,83.41666666666667,14,31,3,6,6,7,6,10,7,1,0,9,7,2,10,0,4,0,0,0,4,3,0,1,0,2,away,41,62,84
22300631,NYK,DEN,79.75,16,28,6,15,7,9,2,9,11,5,1,4,6,6,15,3,6,2,2,5,8,4,1,2,0,1,home,62,41,122
22300632,SAC,GSW,90.48333333333333,21,34,8,17,10,10,2,13,14,3,2,4,7,5,8,5,7,0,0,0,1,5,0,0,0,3,away,75,72,134
22300632,GSW,SAC,72.7,16,29,10,16,7,8,3,6,9,1,0,3,5,8,17,2,4,5,6,2,4,8,2,0,1,2,home,72,75,133
22300633,CHI,LAL,88.53333333333333,16,34,5,14,2,2,6,12,10,2,1,6,7,7,16,2,8,2,3,4,3,3,1,0,2,3,away,57,73,132
22300633,LAL,CHI,81.68333333333334,18,34,8,14,6,9,3,8,17,1,0,2,3,9,10,3,3,2,3,0,4,2,2,2,2,3,home,73,57,141
22300634,ATL,DAL,78.6,15,30,2,7,9,10,2,8,12,2,0,4,5,8,13,5,8,4,4,2,6,4,1,0,1,1,home,66,66,143
22300634,DAL,ATL,82.06666666666666,24,34,7,11,4,4,1,12,10,2,1,5,9,3,10,1,4,0,0,1,3,4,0,0,1,3,away,66,66,148
22300635,HOU,CHA,78.56666666666666,13,30,2,12,9,10,2,12,7,1,4,2,6,7,19,1,7,3,5,4,8,5,0,1,0,3,away,55,53,138
22300635,CHA,HOU,68.13333333333334,13,29,3,10,9,12,3,13,6,1,3,2,8,5,15,2,5,3,4,2,9,2,0,2,4,4,home,53,55,104
22300636,IND,PHX,64.66666666666667,17,29,4,11,1,1,2,5,11,1,0,4,5,14,28,1,6,2,4,9,5,9,3,1,4,5,home,70,80,133
22300636,PHX,IND,85.43333333333334,24,37,7,13,9,10,0,11,13,5,2,11,5,6,7,2,2,2,3,4,5,3,2,0,1,2,away,80,70,131
22300637,LAC,TOR,79.95,19,33,3,12,4,4,2,15,13,1,3,3,3,7,16,1,5,6,6,3,5,3,2,1,3,5,away,66,52,127
22300637,TOR,LAC,81.48333333333333,15,36,2,10,3,4,6,8,9,2,2,2,5,6,14,1,6,4,5,3,6,5,2,1,3,4,home,52,66,107
22300638,MEM,ORL,77.38333333333334,19,30,10,16,5,6,3,8,13,1,0,5,6,6,15,2,6,1,2,3,7,5,2,1,2,5,home,68,59,107
22300638,ORL,MEM,65.86666666666666,16,27,4,11,4,5,3,3,9,3,1,3,5,6,13,0,6,7,10,1,8,3,2,0,0,3,away,59,68,106
22300639,MIL,CLE,80.55,17,34,2,9,6,10,4,14,13,2,2,9,7,5,10,4,6,1,2,0,8,0,1,1,0,7,home,57,54,100
22300639,CLE,MIL,78.68333333333334,12,36,6,14,9,16,8,12,5,3,2,6,6,4,13,1,6,6,7,3,5,2,1,1,1,7,away,54,57,112
22300640,OKC,NOP,71.63333333333334,12,32,2,11,7,7,1,13,7,4,4,2,6,7,16,1,6,2,2,3,8,3,3,0,0,1,away,50,41,107
22300640,NOP,OKC,77.28333333333333,12,31,2,10,4,7,5,15,7,1,2,7,6,4,12,3,8,0,0,0,7,3,1,1,4,2,home,41,50,83
22300641,POR,SAS,82.58333333333333,16,33,5,11,4,5,2,13,14,5,1,6,5,5,13,1,6,5,5,1,4,1,1,1,2,5,away,57,62,100
22300641,SAS,POR,66.13333333333334,15,34,5,15,8,9,6,12,11,4,2,4,1,8,20,0,4,3,3,5,7,6,4,3,4,5,home,62,57,116
22300642,DET,WAS,77.05,16,26,6,9,10,12,4,15,13,1,1,7,5,5,16,1,7,4,6,2,3,1,0,5,3,3,home,63,61,104
22300642,WAS,DET,70.4,20,38,5,13,1,2,5,5,11,4,3,1,6,5,17,1,4,4,4,4,6,2,2,0,3,5,away,61,63,118
22300643,NYK,MIA,75.2,16,33,7,13,2,3,4,12,8,0,1,3,4,7,14,2,5,4,5,5,9,7,0,1,1,3,home,61,51,125
22300643,MIA,NYK,76.65,14,31,4,10,2,2,5,9,7,1,0,1,3,4,14,3,10,6,8,0,4,5,2,2,0,3,away,51,61,109
22300644,PHI,DEN,94.31666666666666,23,35,3,8,6,6,2,12,12,2,2,4,9,3,4,0,0,1,3,0,3,3,2,0,3,4,away,62,64,105
22300644,DEN,PHI,86.9,19,32,8,15,9,14,5,9,12,3,0,5,6,3,10,1,6,2,4,2,2,2,0,1,0,2,home,64,62,111
22300645,BKN,HOU,93.86666666666666,20,34,6,16,7,11,1,17,13,5,2,4,8,3,7,1,4,0,0,0,3,2,2,0,2,3,home,60,40,106
22300645,HOU,BKN,82.83333333333333,11,31,3,13,6,7,2,10,6,1,0,7,7,3,10,1,3,2,2,4,4,3,0,1,3,4,away,40,60,104
22300646,LAC,BOS,77.46666666666667,15,33,4,14,8,10,3,17,9,2,1,4,5,6,16,1,7,0,1,0,11,5,1,1,0,2,away,55,39,115
22300646,BOS,LAC,85.21666666666667,10,39,2,17,5,5,5,13,9,1,3,4,6,5,12,2,6,0,0,2,7,1,0,1,0,1,home,39,55,96
22300647,CHA,UTA,84.95,14,36,2,9,2,4,5,9,12,3,4,3,5,6,14,2,6,1,2,0,1,2,0,0,2,3,home,47,82,122
22300647,UTA,CHA,68.18333333333334,22,32,11,17,2,3,2,12,16,3,2,3,2,10,17,2,5,3,3,4,11,9,1,3,3,4,away,82,47,134
22300648,MIL,NOP,82.65,18,31,8,19,4,6,1,15,10,3,0,2,6,11,17,5,9,0,0,0,4,9,2,0,0,2,home,75,63,141
22300648,NOP,MIL,74.3,20,35,4,9,6,7,1,11,10,0,1,4,3,4,9,3,5,2,2,0,6,4,1,0,1,4,away,63,75,117
22300649,SAS,MIN,63.13333333333333,15,25,3,7,3,5,3,5,13,2,1,8,7,7,18,1,5,1,2,5,5,5,1,2,2,3,home,52,64,113
22300649,MIN,SAS,79.76666666666667,18,26,6,9,5,8,3,11,12,5,1,4,3,7,14,2,4,1,4,2,3,3,1,3,3,2,away,64,52,112
22300650,GSW,LAL,83.71666666666667,20,39,6,16,4,5,2,12,10,2,0,5,9,5,11,2,3,1,1,3,5,7,2,0,5,5,home,63,68,144
22300650,LAL,GSW,84.38333333333334,17,34,3,10,7,8,2,12,13,2,3,3,6,9,11,0,1,6,7,1,5,4,3,0,3,3,away,68,63,145
22300651,DAL,SAC,83.55,12,37,4,16,4,5,8,13,16,3,2,4,6,7,16,3,9,0,0,0,3,1,0,0,1,4,home,49,63,115
22300651,SAC,DAL,91.01666666666667,23,40,6,16,4,5,3,14,11,1,8,3,4,1,5,0,2,5,5,0,6,4,1,1,1,3,away,63,49,120
22300652,IND,MEM,79.08333333333333,11,26,2,11,2,2,1,14,13,3,1,3,1,9,14,5,7,2,2,1,4,3,0,1,4,7,home,51,53,116
22300652,MEM,IND,74.4,16,34,5,13,2,3,4,10,7,2,3,3,4,5,13,3,8,1,2,3,6,5,2,2,3,3,away,53,51,110
22300653,TOR,ATL,75.38333333333334,12,28,4,7,3,3,2,7,10,3,1,5,6,9,15,6,11,6,8,3,9,5,2,0,1,6,away,61,57,125
22300653,ATL,TOR,87.0,17,36,2,10,15,18,6,14,12,3,1,6,4,3,9,0,4,0,0,4,1,3,1,0,0,5,home,57,61,126
22300654,DET,OKC,66.65,16,34,2,8,8,11,7,9,10,0,0,0,3,11,21,3,5,3,3,2,9,7,3,0,1,4,home,70,61,120
22300654,OKC,DET,81.18333333333334,20,34,3,8,5,7,1,15,9,0,1,4,6,6,12,1,6,0,0,1,4,1,1,1,1,5,away,61,70,104
22300655,ORL,PHX,85.95,16,34,4,14,5,7,3,9,12,6,2,3,4,4,14,0,3,2,2,0,3,1,1,1,1,6,home,51,56,113
22300655,PHX,ORL,87.16666666666667,20,26,1,4,5,9,1,13,13,3,1,11,6,4,10,1,3,1,2,0,6,0,1,1,1,3,away,56,51,98
22300656,POR,CHI,85.96666666666667,11,29,2,11,7,8,2,13,8,1,2,5,4,5,12,1,7,0,0,1,6,4,0,1,2,3,home,42,53,96
22300656,CHI,POR,89.41666666666667,18,35,3,13,0,1,0,16,15,1,1,1,2,6,9,1,4,1,3,0,3,3,3,3,0,5,away,53,42,104
22300657,CHA,NYK,88.7,16,39,2,12,3,3,1,18,7,2,4,6,2,2,6,2,4,0,0,2,4,3,0,1,0,4,home,43,46,92
22300657,NYK,CHA,84.95,14,32,4,15,6,7,2,16,9,2,2,2,3,4,12,0,6,0,0,2,5,2,0,0,2,2,away,46,43,113
22300658,CLE,LAC,81.48333333333333,15,29,6,12,10,12,6,16,11,4,2,5,4,4,16,2,10,0,0,2,1,2,0,0,1,4,home,56,52,118
22300658,LAC,CLE,77.53333333333333,12,26,1,10,4,5,2,10,9,3,3,4,8,7,14,3,7,6,7,1,7,7,1,0,1,1,away,52,56,108
22300659,NOP,BOS,77.36666666666666,20,36,5,10,5,6,0,14,10,3,2,4,3,4,11,2,8,0,0,1,6,2,2,0,0,2,away,60,50,112
22300659,BOS,NOP,87.46666666666667,15,33,4,17,4,6,0,15,10,1,3,4,2,5,12,2,8,0,0,1,5,1,1,0,2,5,home,50,60,118
22300660,UTA,BKN,65.13333333333334,10,30,3,7,5,6,4,11,7,2,2,5,4,9,18,1,7,10,12,4,8,5,0,1,3,1,away,57,71,114
22300660,BKN,UTA,83.55,17,38,9,18,6,6,4,11,9,2,3,4,4,9,15,4,9,0,0,3,7,11,4,3,1,6,home,71,57,147
22300661,PHX,MIA,79.93333333333334,12,31,1,8,7,8,0,17,10,4,3,1,3,12,17,3,6,3,4,6,4,2,0,2,2,4,away,62,49,118
22300661,MIA,PHX,76.6,14,33,5,11,8,8,3,14,9,1,2,4,3,3,15,1,8,1,1,3,4,1,1,1,2,8,home,49,62,105
22300662,HOU,LAL,87.65,21,38,6,13,5,8,8,11,18,7,1,1,6,9,16,2,8,5,7,1,9,1,0,0,4,4,home,78,60,135
22300662,LAL,HOU,91.8,21,37,6,13,6,11,1,12,15,2,2,7,5,2,6,0,1,2,3,0,2,0,1,0,0,2,away,60,78,119
22300663,MEM,SAC,82.25,13,32,4,10,10,15,5,9,9,7,1,4,5,3,12,3,8,1,1,0,4,4,1,0,0,1,home,50,47,94
22300663,SAC,MEM,84.88333333333334,14,32,1,13,4,6,7,20,7,3,1,8,3,6,12,2,6,0,0,2,3,2,1,0,4,6,away,47,50,103
22300664,OKC,MIN,79.25,13,31,4,11,7,10,2,12,9,0,3,5,6,4,8,2,5,0,1,3,5,1,2,2,3,3,home,47,49,101
22300664,MIN,OKC,90.05,14,32,4,10,7,8,3,15,7,5,1,5,4,4,10,2,4,0,0,1,4,4,1,0,1,6,away,49,47,107
22300665,SAS,WAS,70.06666666666666,10,27,2,7,6,7,4,9,9,2,3,5,0,11,19,4,7,4,4,3,7,7,5,1,2,8,home,58,54,113
22300665,WAS,SAS,74.0,13,31,1,9,5,9,7,9,9,5,1,6,3,8,12,3,6,3,3,0,6,6,1,2,4,3,away,54,58,118
22300666,DAL,ORL,81.66666666666667,12,25,1,6,14,17,0,11,6,3,0,5,6,9,10,4,5,0,0,0,2,5,1,0,4,5,home,61,77,131
22300666,ORL,DAL,65.83333333333333,17,25,7,13,5,7,2,7,13,3,0,4,10,11,18,5,9,4,4,1,7,6,1,1,3,6,away,77,61,129
22300667,DEN,MIL,84.71666666666667,19,42,2,9,4,5,4,15,10,1,0,3,1,4,7,1,1,3,3,3,5,4,0,1,0,5,home,56,56,113
22300667,MIL,DEN,81.15,20,38,7,15,2,3,2,10,10,0,3,1,4,2,10,2,7,1,2,2,7,3,1,1,1,4,away,56,56,107
22300668,POR,PHI,91.06666666666666,21,37,2,6,7,8,4,15,9,1,1,5,7,2,8,1,4,2,2,2,1,2,0,0,0,6,home,58,55,130
22300668,PHI,POR,81.58333333333333,15,35,2,13,8,9,8,7,6,1,2,2,5,5,11,1,5,4,4,0,4,2,1,1,2,4,away,55,58,104
22300669,LAL,ATL,76.4,14,32,2,11,6,9,1,7,11,6,0,5,5,10,15,0,2,0,0,3,7,2,2,0,2,3,away,56,67,122
22300669,ATL,LAL,83.2,20,34,4,8,8,8,4,13,16,3,0,6,5,6,13,3,9,0,0,1,4,3,1,0,2,3,home,67,56,138
22300670,IND,BOS,83.06666666666666,20,41,6,12,5,7,6,6,15,1,1,3,7,6,15,1,8,2,2,5,6,3,0,0,1,1,away,66,81,124
22300670,BOS,IND,85.75,28,43,10,18,9,10,1,12,12,3,3,1,5,2,4,2,3,0,0,1,4,5,1,1,1,4,home,81,66,129
22300671,UTA,NYK,74.16666666666667,14,35,7,17,2,2,8,6,10,2,0,3,5,4,12,1,5,3,4,3,6,1,0,3,3,3,away,49,57,103
22300671,NYK,UTA,94.06666666666666,16,36,5,12,11,11,6,12,12,4,4,3,5,4,10,1,4,0,0,2,5,2,0,0,0,1,home,57,49,118
22300672,TOR,CHI,80.48333333333333,14,35,4,11,3,3,4,9,12,3,1,7,4,7,10,4,5,0,0,1,4,5,1,1,3,4,away,53,63,118
22300672,CHI,TOR,89.1,16,28,5,13,7,7,2,10,14,4,5,7,5,7,12,3,6,2,3,2,6,1,2,0,2,1,home,63,53,107
22300673,PHI,GSW,86.13333333333334,17,41,5,13,5,5,9,8,4,7,1,5,7,3,8,0,3,0,1,0,7,0,3,0,2,3,away,50,52,107
22300673,GSW,PHI,79.76666666666667,19,31,5,13,5,5,2,14,9,2,1,8,4,2,10,0,3,0,0,2,6,6,0,1,2,4,home,52,50,119
22300674,CHI,CHA,89.56666666666666,18,33,4,12,9,11,4,13,11,2,3,3,2,4,8,0,2,0,1,1,6,3,0,0,3,4,away,57,59,117
22300674,CHA,CHI,68.08333333333333,12,26,3,8,6,7,1,8,10,2,0,2,5,10,19,6,14,0,0,1,6,2,1,0,0,3,home,59,57,110
22300675,DET,CLE,60.71666666666667,13,24,3,8,2,3,2,5,4,4,1,6,3,11,19,4,8,0,0,1,7,9,2,1,3,3,away,57,64,121
22300675,CLE,DET,67.46666666666667,15,31,4,13,6,7,6,9,9,5,2,5,3,10,17,4,9,0,0,1,4,7,3,0,2,0,home,64,57,128
22300676,LAC,WAS,73.7,16,29,5,11,8,8,4,11,9,2,1,2,4,9,18,2,4,1,2,2,7,6,0,0,1,2,away,66,60,125
22300676,WAS,LAC,78.43333333333334,17,34,4,10,3,3,3,8,9,2,2,2,6,8,15,2,7,1,2,0,7,3,0,0,1,2,home,60,66,109
22300677,BKN,PHX,85.96666666666667,19,38,5,13,7,9,0,10,9,3,1,2,6,5,9,1,2,0,0,1,2,7,1,0,0,4,home,61,64,120
22300677,PHX,BKN,80.86666666666666,17,34,5,12,12,13,3,10,14,1,2,6,7,6,8,0,1,1,3,3,9,3,0,1,1,2,away,64,61,136
22300678,SAC,MIA,90.31666666666666,18,36,6,15,4,7,2,15,11,4,3,2,6,4,10,0,5,1,1,1,3,2,1,0,4,2,away,55,59,106
22300678,MIA,SAC,68.73333333333333,10,24,2,5,6,8,3,12,12,1,0,4,4,11,20,5,7,4,4,1,9,7,0,0,1,3,home,59,55,115
22300679,NOP,HOU,80.38333333333334,21,36,6,14,3,3,2,14,9,1,4,10,4,3,6,2,4,2,2,1,8,6,1,0,1,5,away,61,54,110
22300679,HOU,NOP,81.1,13,27,3,11,6,6,1,8,9,6,1,2,4,7,19,3,11,2,2,2,2,3,3,0,0,2,home,54,61,99
22300680,DAL,MIN,77.83333333333333,14,31,4,13,3,3,4,7,5,0,1,4,7,4,10,1,4,4,7,3,7,6,0,1,5,5,away,48,52,87
22300680,MIN,DAL,79.98333333333333,16,27,3,8,8,14,3,12,7,1,3,3,8,3,11,1,7,2,4,0,3,5,2,1,0,2,home,52,48,121
22300681,ORL,SAS,76.03333333333333,16,30,2,5,5,6,3,12,12,2,0,6,7,6,12,0,2,6,6,2,5,3,1,3,1,5,away,57,51,108
22300681,SAS,ORL,79.51666666666667,15,34,2,8,10,12,5,11,11,2,4,3,5,4,11,0,6,1,2,1,3,2,1,0,4,4,home,51,57,98
22300682,DEN,OKC,83.23333333333333,10,32,5,12,4,6,6,14,7,2,5,4,7,7,17,4,6,4,4,2,6,3,1,1,0,3,away,51,47,100
22300682,OKC,DEN,71.36666666666666,9,28,1,5,6,7,5,15,7,1,5,3,6,8,15,4,6,2,4,1,5,6,0,1,2,2,home,47,51,105
22300683,MIL,POR,84.11666666666666,18,34,6,15,9,10,4,10,14,0,3,1,5,6,16,2,9,0,0,3,6,3,0,0,0,1,away,65,67,116
22300683,POR,MIL,79.46666666666667,16,32,5,10,3,3,1,12,10,1,1,1,5,11,17,3,5,2,2,2,4,5,0,0,0,4,home,67,65,119
22300684,LAL,BOS,89.86666666666666,18,40,10,17,2,4,8,12,12,8,0,4,1,4,15,3,8,1,2,3,8,5,2,0,1,2,away,60,46,114
22300684,BOS,LAL,83.03333333333333,11,31,3,14,0,0,4,12,14,2,7,12,4,8,16,4,9,1,1,3,8,2,0,3,0,1,home,46,60,105
22300685,IND,NYK,78.28333333333333,14,30,5,13,4,7,5,11,8,2,4,4,6,8,17,2,6,3,4,2,10,5,3,3,2,4,away,58,51,105
22300685,NYK,IND,89.1,17,39,3,11,8,10,5,16,6,2,0,4,5,2,8,0,4,2,2,2,2,1,2,1,1,1,home,51,58,109
22300686,PHI,UTA,85.61666666666666,24,36,6,9,7,7,3,10,8,4,5,1,7,3,13,2,6,2,2,2,4,7,0,1,1,2,away,71,61,127
22300686,UTA,PHI,60.68333333333333,13,25,3,11,5,6,4,8,10,2,1,4,3,11,19,2,6,3,3,0,8,11,0,3,2,3,home,61,71,124
22300687,CLE,MEM,69.66666666666667,15,34,3,9,3,6,4,16,11,3,3,6,2,5,12,2,4,3,3,2,6,2,0,1,3,6,away,51,58,108
22300687,MEM,CLE,75.41666666666667,17,31,6,13,8,8,1,16,8,6,6,5,4,3,14,1,7,3,3,0,5,7,1,2,1,6,home,58,51,101
22300688,LAC,DET,75.58333333333333,13,27,4,10,9,9,3,7,6,1,1,1,4,10,15,3,6,3,4,1,7,6,4,2,3,5,away,65,59,136
22300688,DET,LAC,73.66666666666667,15,27,4,10,3,5,4,9,9,1,0,6,7,6,18,6,13,4,4,5,3,5,2,1,2,4,home,59,65,125
22300689,MIA,WAS,70.66666666666667,16,33,3,7,9,10,6,12,6,1,1,5,3,4,12,1,6,3,4,3,8,5,1,0,2,5,away,56,59,110
22300689,WAS,MIA,76.13333333333334,12,26,2,10,6,7,0,10,12,1,1,3,5,8,18,6,13,5,5,1,7,6,1,1,0,3,home,59,56,102
22300690,PHX,ATL,81.85,22,38,3,10,4,5,2,14,14,1,2,7,7,4,9,4,6,0,0,2,3,2,0,1,0,1,away,63,66,120
22300690,ATL,PHX,81.58333333333333,15,37,5,16,6,9,7,9,12,1,2,2,4,11,17,3,7,0,0,1,6,4,2,1,0,1,home,66,63,129
22300691,SAC,IND,78.93333333333334,20,36,4,13,4,7,5,6,9,6,0,5,5,8,12,2,4,5,6,1,7,5,2,1,2,2,away,71,64,133
22300691,IND,SAC,77.78333333333333,19,26,1,2,2,4,2,8,11,3,0,5,5,9,18,3,9,2,3,1,6,2,2,1,6,4,home,64,71,122
22300692,HOU,TOR,83.76666666666667,18,30,4,11,2,2,0,16,11,0,1,3,4,9,14,0,2,6,6,2,9,0,1,0,2,6,home,66,47,135
