GAME_ID,home_team,away_team,hs_minutes,hs_FGM,hs_FGA,hs_3PM,hs_3PA,hs_FTM,hs_FTA,hs_OREB,hs_DREB,hs_AST,hs_STL,hs_BLK,hs_TO,hs_FOUL,ht_minutes,ht_FGM,ht_FGA,ht_3PM,ht_3PA,ht_FTM,ht_FTA,ht_OREB,ht_DREB,ht_AST,ht_STL,ht_BLK,ht_TO,ht_FOUL,as_minutes,as_FGM,as_FGA,as_3PM,as_3PA,as_FTM,as_FTA,as_OREB,as_DREB,as_AST,as_STL,as_BLK,as_TO,as_FOUL,at_minutes,at_FGM,at_FGA,at_3PM,at_3PA,at_FTM,at_FTA,at_OREB,at_DREB,at_AST,at_STL,at_BLK,at_TO,at_FOUL
22300552,MIL,SAC,77:07:00,15,25,6,10,8,11,0,8,14,1,2,5,6,120:00:00,22,35,8,14,16,19,0,15,16,2,2,6,7,86:11:00,18,35,5,12,4,4,3,7,15,3,1,2,7,120:00:00,26,53,9,20,5,5,7,13,20,3,1,2,11
22300554,POR,PHX,84:38:00,15,40,7,16,10,12,5,9,12,2,0,3,7,120:00:00,20,47,11,21,10,12,5,12,13,3,0,7,13,82:32:00,19,35,7,16,14,16,6,11,10,2,2,6,8,120:00:00,24,44,9,21,14,16,7,16,15,4,4,6,10
22300550,DEN,IND,85:60,20,28,6,9,7,10,1,13,14,3,2,7,7,120:00:00,22,35,6,9,10,16,1,16,17,4,2,9,13,69:05:00,15,29,1,4,6,11,6,7,7,2,1,5,7,120:00:00,23,48,4,10,7,13,10,14,14,5,1,9,14
22300553,MIN,LAC,93:05:00,12,23,5,10,2,5,3,18,10,3,1,8,6,120:00:00,18,35,8,15,2,5,3,18,13,4,2,9,9,83:31:00,9,31,4,14,4,5,3,9,6,2,1,3,5,120:00:00,17,40,7,18,4,6,4,13,13,6,2,6,7
22300550,DEN,IND,85:60,20,28,6,9,7,10,1,13,14,3,2,7,7,120:00:00,22,35,6,9,10,16,1,16,17,4,2,9,13,69:05:00,15,29,1,4,6,11,6,7,7,2,1,5,7,120:00:00,23,48,4,10,7,13,10,14,14,5,1,9,14
22300553,MIN,LAC,93:05:00,12,23,5,10,2,5,3,18,10,3,1,8,6,120:00:00,18,35,8,15,2,5,3,18,13,4,2,9,9,83:31:00,9,31,4,14,4,5,3,9,6,2,1,3,5,120:00:00,17,40,7,18,4,6,4,13,13,6,2,6,7
22300548,SAS,CHI,72:55:00,12,28,6,11,7,7,5,13,11,1,0,3,2,120:00:00,18,47,9,22,10,11,7,17,12,1,1,6,6,78:19:00,16,28,3,9,1,2,0,15,13,1,6,1,3,120:00:00,26,47,7,16,4,6,4,19,16,3,6,3,7
22300546,OKC,ORL,77:35:00,16,34,1,13,7,7,3,12,8,2,2,2,3,120:00:00,19,48,3,22,8,9,5,20,9,4,2,3,9,70:37:00,10,29,3,16,3,4,4,15,5,2,0,5,5,120:00:00,16,42,3,20,5,10,5,23,9,3,4,9,12
22300542,BOS,HOU,84:26:00,21,35,10,19,9,13,1,14,11,6,2,6,6,120:00:00,23,41,12,24,11,15,1,18,12,6,2,7,8,82:50:00,15,34,1,9,7,7,3,10,10,4,0,5,7,120:00:00,21,46,5,15,11,11,5,17,14,6,0,7,11
22300543,ATL,WAS,84:30:00,11,36,5,18,5,6,3,12,9,4,1,3,3,120:00:00,16,52,7,25,8,10,10,17,10,6,2,6,6,89:56:00,17,35,5,14,6,7,4,17,12,3,3,6,3,120:00:00,21,45,8,20,8,10,5,22,16,4,6,8,8
22300548,SAS,CHI,72:55:00,12,28,6,11,7,7,5,13,11,1,0,3,2,120:00:00,18,47,9,22,10,11,7,17,12,1,1,6,6,78:19:00,16,28,3,9,1,2,0,15,13,1,6,1,3,120:00:00,26,47,7,16,4,6,4,19,16,3,6,3,7
22300545,MIL,GSW,83:60,20,34,4,10,2,3,4,12,13,1,1,6,4,120:00:00,23,46,6,15,2,3,5,22,14,1,2,7,6,75:58:00,12,32,4,13,1,1,4,9,9,2,0,2,4,120:00:00,24,52,6,17,2,4,5,17,12,2,1,2,6
22300547,DAL,NOP,85:13:00,15,34,6,15,7,8,4,14,11,1,0,3,5,120:00:00,19,45,8,21,8,9,5,18,13,3,0,5,11,79:23:00,13,29,3,9,6,8,3,13,11,1,1,3,8,120:00:00,16,39,4,14,13,16,3,20,13,4,1,5,9
22300543,ATL,WAS,84:30:00,11,36,5,18,5,6,3,12,9,4,1,3,3,120:00:00,16,52,7,25,8,10,10,17,10,6,2,6,6,89:56:00,17,35,5,14,6,7,4,17,12,3,3,6,3,120:00:00,21,45,8,20,8,10,5,22,16,4,6,8,8
22300544,MEM,NYK,83:28:00,16,32,5,15,1,2,4,8,14,8,0,4,6,120:00:00,22,46,8,21,5,6,6,11,17,9,3,5,7,82:58:00,14,32,4,14,6,8,8,12,9,4,6,11,3,120:00:00,20,42,7,19,6,8,9,18,13,5,7,14,7
22300546,OKC,ORL,77:35:00,16,34,1,13,7,7,3,12,8,2,2,2,3,120:00:00,19,48,3,22,8,9,5,20,9,4,2,3,9,70:37:00,10,29,3,16,3,4,4,15,5,2,0,5,5,120:00:00,16,42,3,20,5,10,5,23,9,3,4,9,12
22300545,MIL,GSW,83:60,20,34,4,10,2,3,4,12,13,1,1,6,4,120:00:00,23,46,6,15,2,3,5,22,14,1,2,7,6,75:58:00,12,32,4,13,1,1,4,9,9,2,0,2,4,120:00:00,24,52,6,17,2,4,5,17,12,2,1,2,6
22300547,DAL,NOP,85:13:00,15,34,6,15,7,8,4,14,11,1,0,3,5,120:00:00,19,45,8,21,8,9,5,18,13,3,0,5,11,79:23:00,13,29,3,9,6,8,3,13,11,1,1,3,8,120:00:00,16,39,4,14,13,16,3,20,13,4,1,5,9
22300544,MEM,NYK,83:28:00,16,32,5,15,1,2,4,8,14,8,0,4,6,120:00:00,22,46,8,21,5,6,6,11,17,9,3,5,7,82:58:00,14,32,4,14,6,8,8,12,9,4,6,11,3,120:00:00,20,42,7,19,6,8,9,18,13,5,7,14,7
22300542,BOS,HOU,84:26:00,21,35,10,19,9,13,1,14,11,6,2,6,6,120:00:00,23,41,12,24,11,15,1,18,12,6,2,7,8,82:50:00,15,34,1,9,7,7,3,10,10,4,0,5,7,120:00:00,21,46,5,15,11,11,5,17,14,6,0,7,11
22300549,UTA,LAL,66:32:00,16,29,5,12,3,3,3,11,11,4,0,2,7,120:00:00,25,54,6,20,8,8,6,19,15,4,1,4,10,83:39:00,18,33,5,11,8,11,3,14,11,2,5,6,2,120:00:00,24,45,7,16,12,16,3,20,15,3,5,6,5
22300549,UTA,LAL,66:32:00,16,29,5,12,3,3,3,11,11,4,0,2,7,120:00:00,25,54,6,20,8,8,6,19,15,4,1,4,10,83:39:00,18,33,5,11,8,11,3,14,11,2,5,6,2,120:00:00,24,45,7,16,12,16,3,20,15,3,5,6,5
22300536,CHI,GSW,84:58:00,22,32,10,16,4,6,2,12,16,0,1,4,6,120:00:00,29,42,13,21,4,6,3,15,20,0,2,7,9,78:48:00,15,32,6,17,3,4,5,7,13,3,0,1,3,120:00:00,23,45,8,22,8,11,6,12,18,4,0,2,5
22300537,MEM,LAC,84:03:00,15,31,7,13,8,13,3,12,10,1,2,4,5,120:00:00,18,44,9,19,8,13,4,14,15,2,2,5,10,79:16:00,16,30,6,13,4,4,2,13,11,4,1,5,4,120:00:00,25,41,9,17,6,10,2,20,17,5,2,7,7
22300538,MIN,POR,85:31:00,19,29,5,10,7,9,3,18,16,4,2,4,6,120:00:00,24,41,6,16,9,13,4,20,18,6,2,5,10,73:11:00,8,24,3,10,7,13,1,3,6,2,2,7,6,120:00:00,13,38,5,15,11,18,6,13,8,2,3,9,10
22300535,MIA,ORL,89:50:00,16,34,5,13,5,6,5,14,13,1,0,5,4,120:00:00,22,46,6,17,6,8,6,17,16,4,0,7,8,66:37:00,14,29,6,17,0,2,2,10,8,0,4,1,7,120:00:00,21,44,8,23,5,9,4,17,15,4,6,5,9
22300532,PHI,SAC,83:08:00,20,38,7,13,10,10,5,7,8,7,3,3,3,120:00:00,23,48,8,16,11,12,7,15,12,8,6,4,5,74:50:00,10,24,4,14,5,6,7,9,6,1,2,7,6,120:00:00,17,48,7,27,5,6,11,13,10,2,3,10,9
22300537,MEM,LAC,84:03:00,15,31,7,13,8,13,3,12,10,1,2,4,5,120:00:00,18,44,9,19,8,13,4,14,15,2,2,5,10,79:16:00,16,30,6,13,4,4,2,13,11,4,1,5,4,120:00:00,25,41,9,17,6,10,2,20,17,5,2,7,7
22300539,DEN,NOP,78:56:00,19,35,4,9,2,3,3,12,16,3,1,3,2,120:00:00,27,46,8,16,4,5,3,22,16,4,3,5,5,77:22:00,15,34,4,10,1,2,1,11,10,1,1,4,3,120:00:00,20,47,8,20,3,4,3,14,15,3,1,4,3
22300532,PHI,SAC,83:08:00,20,38,7,13,10,10,5,7,8,7,3,3,3,120:00:00,23,48,8,16,11,12,7,15,12,8,6,4,5,74:50:00,10,24,4,14,5,6,7,9,6,1,2,7,6,120:00:00,17,48,7,27,5,6,11,13,10,2,3,10,9
22300536,CHI,GSW,84:58:00,22,32,10,16,4,6,2,12,16,0,1,4,6,120:00:00,29,42,13,21,4,6,3,15,20,0,2,7,9,78:48:00,15,32,6,17,3,4,5,7,13,3,0,1,3,120:00:00,23,45,8,22,8,11,6,12,18,4,0,2,5
22300541,SAS,CHA,63:26:00,11,24,3,7,11,12,2,13,8,2,3,5,3,120:00:00,20,41,9,16,17,22,4,21,13,2,6,8,9,78:03:00,13,36,5,12,11,13,7,11,5,6,2,5,8,120:00:00,14,50,6,15,11,13,11,12,8,7,2,7,15
22300535,MIA,ORL,89:50:00,16,34,5,13,5,6,5,14,13,1,0,5,4,120:00:00,22,46,6,17,6,8,6,17,16,4,0,7,8,66:37:00,14,29,6,17,0,2,2,10,8,0,4,1,7,120:00:00,21,44,8,23,5,9,4,17,15,4,6,5,9
22300533,ATL,IND,85:33:00,19,38,6,15,7,10,5,7,12,3,0,3,3,120:00:00,23,50,7,18,9,12,7,9,17,5,0,6,4,59:27:00,14,22,3,5,0,1,5,9,8,2,2,5,6,120:00:00,31,46,4,8,2,4,7,18,23,6,6,11,11
22300538,MIN,POR,85:31:00,19,29,5,10,7,9,3,18,16,4,2,4,6,120:00:00,24,41,6,16,9,13,4,20,18,6,2,5,10,73:11:00,8,24,3,10,7,13,1,3,6,2,2,7,6,120:00:00,13,38,5,15,11,18,6,13,8,2,3,9,10
22300539,DEN,NOP,78:56:00,19,35,4,9,2,3,3,12,16,3,1,3,2,120:00:00,27,46,8,16,4,5,3,22,16,4,3,5,5,77:22:00,15,34,4,10,1,2,1,11,10,1,1,4,3,120:00:00,20,47,8,20,3,4,3,14,15,3,1,4,3
22300534,DET,HOU,69:18:00,12,26,1,10,0,0,1,15,10,2,2,6,5,120:00:00,24,43,6,17,1,2,2,20,19,4,5,10,11,87:43:00,17,36,2,9,10,13,4,14,7,4,1,5,4,120:00:00,20,45,3,13,12,15,4,17,9,6,1,6,6
22300533,ATL,IND,85:33:00,19,38,6,15,7,10,5,7,12,3,0,3,3,120:00:00,23,50,7,18,9,12,7,9,17,5,0,6,4,59:27:00,14,22,3,5,0,1,5,9,8,2,2,5,6,120:00:00,31,46,4,8,2,4,7,18,23,6,6,11,11
22300540,UTA,TOR,58:47:00,10,22,4,10,9,10,3,12,6,3,2,5,6,120:00:00,21,45,9,23,13,16,6,25,15,5,4,7,12,77:30:00,9,28,6,9,11,18,1,10,4,1,4,6,8,120:00:00,13,36,8,13,13,20,1,13,9,2,5,7,12
22300541,SAS,CHA,63:26:00,11,24,3,7,11,12,2,13,8,2,3,5,3,120:00:00,20,41,9,16,17,22,4,21,13,2,6,8,9,78:03:00,13,36,5,12,11,13,7,11,5,6,2,5,8,120:00:00,14,50,6,15,11,13,11,12,8,7,2,7,15
22300540,UTA,TOR,58:47:00,10,22,4,10,9,10,3,12,6,3,2,5,6,120:00:00,21,45,9,23,13,16,6,25,15,5,4,7,12,77:30:00,9,28,6,9,11,18,1,10,4,1,4,6,8,120:00:00,13,36,8,13,13,20,1,13,9,2,5,7,12
22300534,DET,HOU,69:18:00,12,26,1,10,0,0,1,15,10,2,2,6,5,120:00:00,24,43,6,17,1,2,2,20,19,4,5,10,11,87:43:00,17,36,2,9,10,13,4,14,7,4,1,5,4,120:00:00,20,45,3,13,12,15,4,17,9,6,1,6,6
22300529,OKC,POR,70:09:00,27,38,2,7,13,16,4,17,16,2,5,4,4,120:00:00,29,49,2,12,15,18,5,23,19,4,5,4,6,85:38:00,11,39,4,17,4,7,4,12,8,2,4,6,8,120:00:00,15,54,5,23,4,7,8,15,9,2,5,7,13
22300528,MIL,BOS,85:55:00,22,38,8,17,7,9,4,16,14,2,2,3,6,120:00:00,28,49,11,22,8,11,8,25,17,3,2,3,8,91:05:00,13,42,0,10,5,6,3,9,12,1,1,3,6,120:00:00,16,50,1,16,5,6,4,13,12,1,2,4,7
22300530,DAL,NYK,85:44:00,22,35,9,16,5,10,4,8,11,3,0,4,5,120:00:00,26,45,10,20,12,18,5,16,16,3,0,5,8,91:56:00,15,34,2,11,7,8,4,13,7,2,0,7,9,120:00:00,21,45,4,18,9,13,7,15,11,3,0,9,15
22300529,OKC,POR,70:09:00,27,38,2,7,13,16,4,17,16,2,5,4,4,120:00:00,29,49,2,12,15,18,5,23,19,4,5,4,6,85:38:00,11,39,4,17,4,7,4,12,8,2,4,6,8,120:00:00,15,54,5,23,4,7,8,15,9,2,5,7,13
22300527,CLE,BKN,72:43:00,11,25,1,8,9,10,6,11,6,6,3,5,5,120:00:00,17,42,6,20,14,16,6,19,9,8,4,6,9,71:16:00,4,19,1,8,4,4,1,9,4,2,1,8,8,120:00:00,12,36,3,14,7,7,4,14,8,2,3,12,11
22300531,LAL,PHX,80:41:00,12,27,4,12,5,7,2,13,14,1,2,5,3,120:00:00,20,42,5,17,7,10,3,18,18,2,3,9,10,87:47:00,21,44,6,17,5,6,5,13,9,4,0,3,2,120:00:00,26,54,6,21,8,10,9,17,11,6,1,3,6
22300527,CLE,BKN,72:43:00,11,25,1,8,9,10,6,11,6,6,3,5,5,120:00:00,17,42,6,20,14,16,6,19,9,8,4,6,9,71:16:00,4,19,1,8,4,4,1,9,4,2,1,8,8,120:00:00,12,36,3,14,7,7,4,14,8,2,3,12,11
22300528,MIL,BOS,85:55:00,22,38,8,17,7,9,4,16,14,2,2,3,6,120:00:00,28,49,11,22,8,11,8,25,17,3,2,3,8,91:05:00,13,42,0,10,5,6,3,9,12,1,1,3,6,120:00:00,16,50,1,16,5,6,4,13,12,1,2,4,7
22300530,DAL,NYK,85:44:00,22,35,9,16,5,10,4,8,11,3,0,4,5,120:00:00,26,45,10,20,12,18,5,16,16,3,0,5,8,91:56:00,15,34,2,11,7,8,4,13,7,2,0,7,9,120:00:00,21,45,4,18,9,13,7,15,11,3,0,9,15
22300531,LAL,PHX,80:41:00,12,27,4,12,5,7,2,13,14,1,2,5,3,120:00:00,20,42,5,17,7,10,3,18,18,2,3,9,10,87:47:00,21,44,6,17,5,6,5,13,9,4,0,3,2,120:00:00,26,54,6,21,8,10,9,17,11,6,1,3,6
22300517,BOS,MIN,84:43:00,13,31,7,19,10,10,0,15,9,1,0,5,7,120:00:00,17,38,8,22,12,12,1,19,10,1,1,5,9,86:03:00,13,33,0,8,10,10,3,13,8,3,0,2,9,120:00:00,20,45,3,14,10,10,6,19,10,3,1,3,11
22300519,DET,SAS,64:60,14,27,2,4,3,5,1,9,10,3,1,2,3,120:00:00,21,45,3,10,6,9,1,17,16,3,2,3,8,68:33:00,15,31,1,6,5,6,3,14,14,0,0,3,3,120:00:00,25,49,4,10,9,11,6,21,19,0,1,4,7
22300524,UTA,DEN,66:07:00,14,24,6,11,9,9,2,10,9,5,2,5,3,120:00:00,26,42,9,18,10,12,2,18,21,6,5,5,7,76:25:00,13,27,2,8,9,10,2,7,10,4,3,6,7,120:00:00,18,42,5,17,12,14,5,13,12,4,4,7,9
22300518,CHA,SAC,78:05:00,20,38,8,14,3,4,4,14,9,1,1,3,3,120:00:00,23,46,9,18,4,6,4,15,11,1,1,4,6,69:46:00,21,31,8,14,5,6,0,13,11,0,3,2,3,120:00:00,27,44,11,20,6,7,1,17,18,0,3,4,7
22300526,LAC,TOR,82:15:00,17,30,4,8,5,5,4,10,12,3,2,3,5,120:00:00,22,45,5,15,9,9,5,12,14,4,3,4,6,77:25:00,16,28,1,7,3,3,0,8,13,1,1,7,3,120:00:00,25,43,4,12,3,3,1,17,18,2,1,8,9
22300525,GSW,NOP,69:34:00,12,24,4,11,5,6,3,11,10,1,1,8,7,120:00:00,22,42,9,20,7,8,6,15,15,2,1,11,10,73:30:00,15,31,7,15,4,4,4,9,15,6,1,3,5,120:00:00,25,46,13,26,10,12,7,13,20,8,1,5,9
22300525,GSW,NOP,69:34:00,12,24,4,11,5,6,3,11,10,1,1,8,7,120:00:00,22,42,9,20,7,8,6,15,15,2,1,11,10,73:30:00,15,31,7,15,4,4,4,9,15,6,1,3,5,120:00:00,25,46,13,26,10,12,7,13,20,8,1,5,9
22300520,IND,WAS,72:43:00,12,28,2,8,5,5,3,12,10,2,1,6,6,120:00:00,20,46,2,9,12,13,5,19,16,5,1,7,10,77:13:00,13,31,2,10,10,12,5,16,10,5,3,8,7,120:00:00,20,48,5,19,10,14,11,19,13,5,4,10,11
22300522,MIA,OKC,83:31:00,20,31,6,10,6,10,4,7,13,3,1,1,5,120:00:00,26,44,9,19,8,12,5,10,16,5,1,3,6,68:11:00,16,24,2,5,4,6,0,9,14,1,0,3,5,120:00:00,27,39,7,13,4,6,1,13,18,1,0,7,8
22300521,ATL,PHI,84:05:00,17,37,4,10,10,11,8,15,15,0,0,6,4,120:00:00,23,50,4,14,11,16,10,20,17,2,1,8,9,69:32:00,12,29,4,9,10,11,2,12,8,2,2,4,5,120:00:00,21,48,7,19,15,17,6,18,10,5,4,6,12
22300522,MIA,OKC,83:31:00,20,31,6,10,6,10,4,7,13,3,1,1,5,120:00:00,26,44,9,19,8,12,5,10,16,5,1,3,6,68:11:00,16,24,2,5,4,6,0,9,14,1,0,3,5,120:00:00,27,39,7,13,4,6,1,13,18,1,0,7,8
22300517,BOS,MIN,84:43:00,13,31,7,19,10,10,0,15,9,1,0,5,7,120:00:00,17,38,8,22,12,12,1,19,10,1,1,5,9,86:03:00,13,33,0,8,10,10,3,13,8,3,0,2,9,120:00:00,20,45,3,14,10,10,6,19,10,3,1,3,11
22300523,CHI,HOU,84:56:00,15,35,9,17,8,9,3,20,12,3,3,5,4,120:00:00,21,46,12,22,8,9,4,21,15,3,3,6,7,85:30:00,15,36,5,18,1,4,4,12,7,3,2,4,4,120:00:00,21,47,6,22,6,9,5,19,10,4,2,6,5
22300521,ATL,PHI,84:05:00,17,37,4,10,10,11,8,15,15,0,0,6,4,120:00:00,23,50,4,14,11,16,10,20,17,2,1,8,9,69:32:00,12,29,4,9,10,11,2,12,8,2,2,4,5,120:00:00,21,48,7,19,15,17,6,18,10,5,4,6,12
22300519,DET,SAS,64:60,14,27,2,4,3,5,1,9,10,3,1,2,3,120:00:00,21,45,3,10,6,9,1,17,16,3,2,3,8,68:33:00,15,31,1,6,5,6,3,14,14,0,0,3,3,120:00:00,25,49,4,10,9,11,6,21,19,0,1,4,7
22300523,CHI,HOU,84:56:00,15,35,9,17,8,9,3,20,12,3,3,5,4,120:00:00,21,46,12,22,8,9,4,21,15,3,3,6,7,85:30:00,15,36,5,18,1,4,4,12,7,3,2,4,4,120:00:00,21,47,6,22,6,9,5,19,10,4,2,6,5
22300524,UTA,DEN,66:07:00,14,24,6,11,9,9,2,10,9,5,2,5,3,120:00:00,26,42,9,18,10,12,2,18,21,6,5,5,7,76:25:00,13,27,2,8,9,10,2,7,10,4,3,6,7,120:00:00,18,42,5,17,12,14,5,13,12,4,4,7,9
22300520,IND,WAS,72:43:00,12,28,2,8,5,5,3,12,10,2,1,6,6,120:00:00,20,46,2,9,12,13,5,19,16,5,1,7,10,77:13:00,13,31,2,10,10,12,5,16,10,5,3,8,7,120:00:00,20,48,5,19,10,14,11,19,13,5,4,10,11
22300518,CHA,SAC,78:05:00,20,38,8,14,3,4,4,14,9,1,1,3,3,120:00:00,23,46,9,18,4,6,4,15,11,1,1,4,6,69:46:00,21,31,8,14,5,6,0,13,11,0,3,2,3,120:00:00,27,44,11,20,6,7,1,17,18,0,3,4,7
22300526,LAC,TOR,82:15:00,17,30,4,8,5,5,4,10,12,3,2,3,5,120:00:00,22,45,5,15,9,9,5,12,14,4,3,4,6,77:25:00,16,28,1,7,3,3,0,8,13,1,1,7,3,120:00:00,25,43,4,12,3,3,1,17,18,2,1,8,9
22300515,DAL,MEM,76:51:00,13,32,2,8,13,16,4,11,6,2,2,5,4,120:00:00,18,43,4,12,13,16,5,11,7,2,2,6,7,69:05:00,16,34,5,13,5,5,4,11,13,4,0,2,7,120:00:00,26,50,6,20,10,11,8,18,17,4,2,4,10
22300515,DAL,MEM,76:51:00,13,32,2,8,13,16,4,11,6,2,2,5,4,120:00:00,18,43,4,12,13,16,5,11,7,2,2,6,7,69:05:00,16,34,5,13,5,5,4,11,13,4,0,2,7,120:00:00,26,50,6,20,10,11,8,18,17,4,2,4,10
22300516,LAL,TOR,82:05:00,15,30,4,13,3,6,0,13,13,2,1,3,5,120:00:00,21,43,6,20,3,6,2,19,17,2,1,5,7,85:36:00,22,39,3,11,3,7,4,15,10,1,2,1,6,120:00:00,23,47,4,17,3,7,4,21,14,3,2,5,6
22300513,ORL,MIN,69:05:00,6,30,3,15,1,3,4,8,6,3,1,4,9,120:00:00,13,47,6,21,5,7,6,11,10,5,2,7,14,80:32:00,19,30,5,10,8,8,1,20,12,4,2,6,5,120:00:00,25,42,6,14,11,12,2,26,18,4,3,8,7
22300513,ORL,MIN,69:05:00,6,30,3,15,1,3,4,8,6,3,1,4,9,120:00:00,13,47,6,21,5,7,6,11,10,5,2,7,14,80:32:00,19,30,5,10,8,8,1,20,12,4,2,6,5,120:00:00,25,42,6,14,11,12,2,26,18,4,3,8,7
22300512,DET,SAC,74:44:00,19,28,7,11,8,9,4,8,11,4,0,7,7,120:00:00,23,45,9,21,10,12,5,12,14,7,0,9,10,78:03:00,24,34,2,8,4,6,2,8,15,5,3,8,6,120:00:00,30,44,2,11,7,11,3,17,19,6,4,11,13
22300512,DET,SAC,74:44:00,19,28,7,11,8,9,4,8,11,4,0,7,7,120:00:00,23,45,9,21,10,12,5,12,14,7,0,9,10,78:03:00,24,34,2,8,4,6,2,8,15,5,3,8,6,120:00:00,30,44,2,11,7,11,3,17,19,6,4,11,13
22300516,LAL,TOR,82:05:00,15,30,4,13,3,6,0,13,13,2,1,3,5,120:00:00,21,43,6,20,3,6,2,19,17,2,1,5,7,85:36:00,22,39,3,11,3,7,4,15,10,1,2,1,6,120:00:00,23,47,4,17,3,7,4,21,14,3,2,5,6
22300514,NYK,POR,82:05:00,13,31,6,17,13,16,4,14,11,3,2,1,4,120:00:00,20,47,10,25,13,16,7,24,15,5,3,5,5,80:43:00,15,34,4,13,4,5,1,11,7,2,0,5,9,120:00:00,16,43,4,15,5,6,2,16,10,5,3,7,12
22300514,NYK,POR,82:05:00,13,31,6,17,13,16,4,14,11,3,2,1,4,120:00:00,20,47,10,25,13,16,7,24,15,5,3,5,5,80:43:00,15,34,4,13,4,5,1,11,7,2,0,5,9,120:00:00,16,43,4,15,5,6,2,16,10,5,3,7,12
22300511,LAC,PHX,84:23:00,22,30,8,13,5,7,2,15,13,1,2,5,6,120:00:00,28,42,9,17,6,8,3,18,17,1,3,7,10,87:49:00,20,35,5,11,9,12,0,7,7,3,0,3,6,120:00:00,22,43,6,17,13,16,3,9,11,5,1,3,9
22300510,MIL,UTA,83:02:00,12,33,6,12,6,7,4,10,11,3,4,5,4,120:00:00,16,48,8,19,6,7,6,12,12,4,4,5,7,60:58:00,14,28,9,19,2,2,4,9,11,2,4,2,3,120:00:00,28,53,16,30,5,6,9,22,21,3,6,4,6
22300509,MIA,HOU,69:13:00,12,24,1,6,3,9,4,8,10,1,3,6,6,120:00:00,21,40,7,17,10,16,6,16,14,3,4,7,10,85:03:00,14,31,8,14,8,9,5,8,11,3,1,5,10,120:00:00,19,43,10,20,11,13,6,12,13,5,2,7,15
22300507,IND,BOS,64:32:00,11,26,4,10,1,1,3,12,8,0,2,5,5,120:00:00,22,46,10,23,5,5,5,16,14,3,4,7,12,89:02:00,20,40,5,13,4,6,2,14,9,1,3,5,4,120:00:00,26,49,9,19,7,12,8,18,13,3,3,7,8
22300508,WAS,OKC,77:15:00,16,33,3,8,9,11,5,11,11,2,1,4,5,120:00:00,21,45,7,15,12,15,7,12,14,4,2,7,9,72:39:00,17,27,4,7,8,9,2,10,15,4,3,4,9,120:00:00,26,47,7,16,8,9,6,15,21,6,6,7,12
22300510,MIL,UTA,83:02:00,12,33,6,12,6,7,4,10,11,3,4,5,4,120:00:00,16,48,8,19,6,7,6,12,12,4,4,5,7,60:58:00,14,28,9,19,2,2,4,9,11,2,4,2,3,120:00:00,28,53,16,30,5,6,9,22,21,3,6,4,6
22300511,LAC,PHX,84:23:00,22,30,8,13,5,7,2,15,13,1,2,5,6,120:00:00,28,42,9,17,6,8,3,18,17,1,3,7,10,87:49:00,20,35,5,11,9,12,0,7,7,3,0,3,6,120:00:00,22,43,6,17,13,16,3,9,11,5,1,3,9
22300506,CHA,CHI,76:58:00,10,25,6,15,3,4,2,9,7,1,2,4,5,120:00:00,16,45,7,18,4,6,11,14,9,1,2,6,9,73:44:00,11,25,3,6,4,5,2,15,8,2,2,4,4,120:00:00,19,40,5,13,8,9,4,19,11,3,3,7,8
22300508,WAS,OKC,77:15:00,16,33,3,8,9,11,5,11,11,2,1,4,5,120:00:00,21,45,7,15,12,15,7,12,14,4,2,7,9,72:39:00,17,27,4,7,8,9,2,10,15,4,3,4,9,120:00:00,26,47,7,16,8,9,6,15,21,6,6,7,12
22300509,MIA,HOU,69:13:00,12,24,1,6,3,9,4,8,10,1,3,6,6,120:00:00,21,40,7,17,10,16,6,16,14,3,4,7,10,85:03:00,14,31,8,14,8,9,5,8,11,3,1,5,10,120:00:00,19,43,10,20,11,13,6,12,13,5,2,7,15
22300507,IND,BOS,64:32:00,11,26,4,10,1,1,3,12,8,0,2,5,5,120:00:00,22,46,10,23,5,5,5,16,14,3,4,7,12,89:02:00,20,40,5,13,4,6,2,14,9,1,3,5,4,120:00:00,26,49,9,19,7,12,8,18,13,3,3,7,8
22300506,CHA,CHI,76:58:00,10,25,6,15,3,4,2,9,7,1,2,4,5,120:00:00,16,45,7,18,4,6,11,14,9,1,2,6,9,73:44:00,11,25,3,6,4,5,2,15,8,2,2,4,4,120:00:00,19,40,5,13,8,9,4,19,11,3,3,7,8
22300497,CLE,SAS,66:22:00,10,24,2,11,5,5,4,10,7,2,0,3,2,120:00:00,22,46,10,25,8,8,6,16,13,3,2,6,7,67:03:00,13,26,6,11,5,6,0,11,9,2,2,4,3,120:00:00,21,44,8,18,6,8,4,17,10,4,2,6,7
22300501,DAL,MIN,85:27:00,19,35,5,13,6,11,6,10,10,2,5,3,11,120:00:00,23,44,6,17,8,13,6,13,10,3,7,5,14,81:27:00,15,34,3,5,10,15,9,10,8,1,0,5,9,120:00:00,20,46,4,12,12,19,11,15,10,3,0,5,12
22300500,SAC,NOP,75:43:00,10,29,4,13,3,4,1,6,9,1,0,4,4,120:00:00,17,43,8,23,5,6,1,8,14,3,1,5,5,78:52:00,21,34,8,13,5,6,2,15,12,1,2,3,2,120:00:00,29,46,9,16,5,6,5,24,19,1,3,6,6
